index,review_title,rating
21667,Nice and comfortable hotel,10
21668,Exceptional,10
21669,Pleasant,6.3
21670,"Everything was amazing and we highly recommend this place. Thank you, Agnes, for a great stay!",10
21671,Great stay. Great location and a good price.,9.6
21672,It was a really very nice stay!,9
21673,Great value for the location- lovely staff!,8.3
21674,Superb,9.2
21675,Fabulous,8.8
21676,Just Perfect !,10
21677,Very good,8
21678,Good location,6
21679,Nice hotel,9
21680,everything you would need for your stay owners are very nice,10
21681,Exceptional,10
21682,Exceptional,9.6
21683,Pleasant and safe. short distance from the center.,9.2
21684,Exceptional,10
21685,Good,7.5
21686,Pleasant stay!,9
21687,Lovely little hotel,8.3
21688,Good,7.1
21689,Good,7.9
21690,Nice place to spend some time with your family and friends,8.3
21691,Very good,8
21692,Exceptional,10
21693,Passable,5
21694,We greatly enjoyed our staying,9.2
21695,Comfortable room with lovely pizza.,7.5
21696,Design appartment on the docks,10
21697,Comfortable stay and better than hotel anytime :),9
21698,Exceptional,10
21699,Exceptional,10
21700,We would go again as it was good value for money and comfortable but would ask for room with shower,9.2
21701,Great hospitality,10
21702,Good for business trip,7.5
21703,Superb,9.2
21704,Good,7.5
21705,Disappointing,4.6
21706,Horrible.,4.6
21707,Exceptional,10
21708,"Situated in a very loud street, very comfortable but difficult for resting",8.3
21709,Exceptional,10
21710,Very good,8
21711,Superb,9.2
21712,Convenient stay.,9
21713,Good,7.9
21714,Very good,8
21715,Superb,9.2
21716,good place in the middle of a pine forest,7.9
21717,Good,7.5
21718,Exceptional,10
21719,Not go there in the future,5.8
21720,Exceptional,10
21721,Fabulous,8.8
21722,Superb,9
21723,Very good,8.3
21724,Superb,9
21725,Good,7.5
21726,by choice.,
21727,Exceptional,10
21728,Good,7.5
21729,Good,7.9
21730,Exceptional,10
21731,Passable,5.4
21732,"Tired looking and no comfort, undeserving of its 3 stars",4.6
21733,Set in a nice village nice church and nice to walk around.,8.3
21734,Always great.,10
21735,Very good hotel to stay !,8
21736,Solo,8.3
21737,Exceptional,9.6
21738,Good,7.5
21739,Only for a short stay,7.5
21740,"Very welcoming, nicely decorated,  excellent location, but somewhat overpriced.",8
21741,"Very basic room, but right on the river with free parking",7
21742,A quality hotel,9.6
21743,Good accommodation for the price and location,8.3
21744,Exceptional,10
21745,Good,7.5
21746,Fabulous,8.8
21747,Superb,9.2
21748,Exceptional,10
21749,Fabulous,8.8
21750,Pleasant,6.7
21751,Exceptional,10
21752,Motel one is number one,10
21753,"very cosy stay, recommended.",9
21754,Passable,5
21755,Exceptional,10
21756,Good,7.9
21757,Fabulous,8.8
21758,Good,7.1
21759,Pleasant,6.7
21760,Exceptional,9.6
21761,fun and comfortable with great value,9.6
21762,Exceptional,10
21763,Great location. Wonderful staff. Incredible price,10
21764,Exceptional,10
21765,Good,7.5
21766,Fabulous,8.8
21767,Nice hotel but room design not for everyone,8.8
21768,Passable,5
21769,Overall a good stay,9.2
21770,Exceptional,9.6
21771,A quiet surprise,9
21772,Smily stuff and good room,10
21773,Very good,8.3
21774,Very good,8.3
21775,"Excellent value, great food, quiet, secluded hotel!",7
21776,Pleasant,6.7
21777,Exceptional,10
21778,Superb,9.2
21779,Pleasant stay at Motel One,10
21780,Very good,8
21781,Very poor,1
21782,Superb,9.2
21783,Fabulous,8.8
21784,Good,7.1
21785,Very good,8
21786,Good,7
21787,Dedicated customer service,10
21788,Passable,6.3
21789,"Good place, not only for short stay.",9.2
21790,Exceptional,10
21791,Very good,8
21792,Exceptional,10
21793,Exceptional,10
21794,Good,7.5
21795,Excellent Location!!!,8.3
21796,Pleasant,6
21797,Perfect stay in Dinant,9
21798,reasonable price,8
21799,Very Good Hotel,8
21800,Very good,8
21801,Exceptional,10
21802,It was a great stay,9
21803,Amazing.,10
21804,Pleasant,6.7
21805,Superb,9.2
21806,Good,7
21807,Superb Stay,10
21808,Very good,8
21809,"Great stay, thank you!",10
21810,Good,7.1
21811,Very good,8
21812,Good value budget hotel with convenient location.,8
21813,Superb,9.2
21814,Exceptional,10
21815,Exceptional,10
21816,Good,7.5
21817,Superb,9
21818,Exceptional,10
21819,A wonderful little haven in Dinant,10
21820,Dissapointed. The description of the Hotel promised more.,6.3
21821,Decent place to sleep,6
21822,Good,7.5
21823,Superb,9
21824,Staff friendly.,
21825,Clean & hygienic rooms.,
21826,Free coffee. :),
21827,No second time,3
21828,Superb,9.2
21829,I would go again,9
21830,Exceptional,10
21831,Short stay in Dinant,10
21832,Good,7.9
21833,Good,7.9
21834,Very Good,9.2
21835,Very pleased.,8
21836,"Definitely, not suggest to stay here.",1
21837,Very good,8.3
21838,"Great stay, super nice host!",9
21839,Good,7.5
21840,Lovely,10
21841,Very good,8.3
21842,Good,7.1
21843,Very good,8.3
21844,"Nice, clean, well located hotel with extremely friendly staff",9
21845,Fabulous,8.8
21846,Very good,8
21847,Excellent place to stay when you need to take a train.,7
21848,Enjoyable and relaxing expwrience.,9.6
21849,Good,7.1
21850,Good,7
21851,Exceptional,10
21852,Exceptional,10
21853,"Very hospitable and comfortable B&B, love to come back here.",9
21854,Pleasant,6.7
21855,Great stay again!,9.6
21856,Friendly staff.,9.2
21857,Very good,8
21858,Exceptional,10
21859,Exceptional,10
21860,Superb,9.2
21861,Great weekend!,9.6
21862,Fabulous,8.8
21863,Good location.,7.9
21864,Good,7.5
21865,Very good,8
21866,Quant cottage,9.6
21867,pleasnt and comfortabe and good lcation,9.6
21868,"Nice, just old and a bit decadent",7
21869,good place for an overnight stay. lovely view across the fields with cattle.,8.8
21870,Good,7.9
21871,Dream place to stay in Dinant!,10
21872,Overpriced for facilities.,5
21873,Best receptionists!,7
21874,Perfect little spot,10
21875,Good location. Nice hotel. Good room,7.5
21876,Relaxing and outstanding place,10
21877,Not a business hotel,3.3
21878,Ok,7
21879,Very enjoyable,8
21880,hospitable host and a superb bed at a nice location.,9
21881,Exceptional,10
21882,Good,7
21883,Good place to be,8.3
21884,Superb,9.2
21885,Exceptional,10
21886,expensive .noisy room out of date bathroom no tea or coffee facilities deluxe room don't think so,2.9
21887,Very good,8
21888,EXCELLENT HOUSE EXCELLENT HOST,10
21889,Very good,8
21890,Exceptional,10
21891,Superb,9
21892,Excellent,10
21893,Enjoyable stay in a good location,8.8
21894,Lovely great place to stay,9.6
21895,Passable,5
21896,Average,7.1
21897,Very good,8
21898,Very good,8
21899,"Fantastic booking, host very very kind and helpful",10
21900,Good,7.5
21901,Passable,5
21902,Superb,9
21903,Superb,9.2
21904,A hotel closed to the station,7.1
21905,Exceptional,10
21906,"Comfortable stay, near to friends house",8.8
21907,Good,7.5
21908,Nice place to stay in winter as it would have heating. Highly recommend not staying there in summer. Unbearably hot duri,8
21909,Exceptional,10
21910,Fabulous,8.8
21911,Perfect getaway!,10
21912,Exceptional,10
21913,Exceptional,10
21914,Exceptional,10
21915,Superb,9
21916,"Lovely, thank you",10
21917,Comfortable and cozy hotel.,9.2
21918,Super cozy studio with great location,10
21919,"If you stay in the right room, it's nice...",5
21920,Good location,8.3
21921,Exceptional,10
21922,Very good,8
21923,Very good,8
21924,Good,7
21925,Perfect in every way!,10
21926,Perfect place,9
21927,Value for money. Ideal for our purpose.,7.9
21928,Pleasant,6.3
21929,Very good,8
21930,Fantastic,10
21931,Comfy bed - priced well for Ghent . Close to train station.,7.1
21932,Exceptional,10
21933,Exceptional,9.6
21934,Good,7.5
21935,Exceptional,9.6
21936,Very good,8
21937,Very good,8
21938,Superb,9
21939,Exceptional,9.6
21940,Exceptional,10
21941,A little gem tucked away in Belgium!,9.6
21942,Pleasant,6.7
21943,Superb,9
21944,"Owner extremely friendly, polite and helpful. The room provided everything we needed, good value.",10
21945,Pleasant,6.7
21946,Exceptional,10
21947,Exceptional,10
21948,Good,7.1
21949,Superb,9.2
21950,Great hotel located in a great town.,9
21951,Exceptional,10
21952,Superb,9
21953,Exceptional,10
21954,Exceptional,10
21955,Good,7.9
21956,Very poor,2.5
21957,Very good,8
21958,Exceptional,10
21959,Fabulous,8.8
21960,As always great place to stay!,9.6
21961,Exceptional,10
21962,overall well worth the money.,5.8
21963,A comfortable and friendly stay will definitely use this chain again.,10
21964,Lovely Hotel,9
21965,Exceptional,10
21966,Very good,8
21967,Exceptional,10
21968,"Quiet,  good value,  good location, owner Claudie perfect host",9.2
21969,Just a few minutes drive into Namur which is a lovely old town.,9.2
21970,Exceptional,10
21971,Superb,9
21972,Exceptional,10
21973,"Ok, nothing special",7.1
21974,very unique,8.8
21975,Perfect hotel for work and leisure,7
21976,Perfect Location,7.9
21977,A great little hotel staff where exceptionally good. Elia the bar man went out of his way to help me,10
21978,Superb,9.2
21979,Exceptional,10
21980,Superb,9
21981,"We were very fine at Valentine, great to stay for a fee days",8.8
21982,Excellent place that is friendly and great for motorbike groups,9.6
21983,Exceptional,10
21984,Good,7
21985,"A lovely stay, good value for money and very comfortable",10
21986,Good,7.1
21987,Exceptional,10
21988,Pleasant,6.7
21989,Pleasant,6.3
21990,Superb,9.2
21991,I will be back next year!,8
21992,Superb,9
21993,Stay in Namur,10
21994,Passable,5
21995,Exceptional,10
21996,Superb,9
21997,Exceptional,10
21998,Good,7.1
21999,Pleasant,6.3
22000,Good,7.9
22001,Spotless and excellent value for money,10
22002,Good,7.5
22003,Exceptional,10
22004,"Comfortable, quiet and convenient.",10
22005,Pleasant,6.7
22006,Passable,5.4
22007,Superb,9.2
22008,Fabulous,8.8
22009,Pleasant,6.7
22010,Exceptional,10
22011,Good,7.9
22012,A hotel to be recommended,8.3
22013,Adequately,6.7
22014,Superb,9
22015,"Very enjoyable, helped by the Meuse valley scenery and wonderful weather.",9.2
22016,Pleasant,6.7
22017,Very nice place and good service,10
22018,Superb,9
22019,Pleasant place to stay,10
22020,Good,7.9
22021,Poor,3.8
22022,Okay,5.8
22023,Exceptional,10
22024,Superb,9.2
22025,Superb,9
22026,Fantastic value for your money,10
22027,Worth it!,10
22028,Exceptional,10
22029,Very good,8
22030,Fabulous,8.8
22031,Decent hotel in a good location,7.5
22032,Good,7
22033,Good staff in hotel but need improvemed rooms,5.8
22034,Fabulous,8.8
22035,group visit to the Spa six hours,8.8
22036,Exceptional,10
22037,Good,7.1
22038,Exceptional,10
22039,Exceptional,10
22040,Superb,9
22041,Exceptional,10
22042,Fabulous,8.8
22043,Very good,8.3
22044,Excellent. If I go back for the Grand Prix this hotel would be my first choice.,9.2
22045,Exceptional,10
22046,Good,7.1
22047,Superb,9
22048,Pleasant,6.7
22049,very well located and good hotel in general,7
22050,Loved it,10
22051,Very basic but comfortable,7.5
22052,Great place to stay for F1,9.2
22053,Exceptional,10
22054,Superb,9.2
22055,Beautiful location & only a short drive from Mt. Saint Michel. Sibylle is a great host. Recommended!,8
22056,Exceptional,10
22057,Good,7.1
22058,Warm clean accommodation,9.6
22059,Great Fabulous place,8.8
22060,The place to stay when at Spa,10
22061,Exceptional,10
22062,Very good,8.3
22063,Good,7
22064,Exceptional,10
22065,Fabulous,8.8
22066,Warmly recommended,10
22067,Comfy beds and clean rooms.,8.8
22068,Exceptional,10
22069,A wonderful stay !,10
22070,Exceptional,10
22071,Fabulous,8.8
22072,Exceptional,10
22073,Superb,9
22074,Excellent value for money in modern hotel,10
22075,F1 Spa,10
22076,Very good,8
22077,Great place to stay for the price.  Apartment is on the top floor.  So it takes effort to bring the,9.6
22078,Superb,9
22079,Pleasant,6.7
22080,Superb,9
22081,Superb,9.2
22082,Exceptional,10
22083,Very good,8
22084,Exceptional,9.6
22085,Disappointing,4.6
22086,Fabulous,8.8
22087,Centrak,9.6
22088,Exceptional,10
22089,Very good,8
22090,Fabulous,8.8
22091,Disappointing,4.6
22092,Superb,9
22093,Book it!  Enjoy it and your stay!,10
22094,A right little gem with amazing staff,10
22095,Correct,9
22096,Exceptional,10
22097,"I came here for the second time, and i will stay here again while visiting Brussels in the future :)",10
22098,Fabulous,8.8
22099,"great location, great price, very welcoming",10
22100,Spa visit,10
22101,Top ke reviendres,10
22102,Very good,8.3
22103,Exceptional,10
22104,Very good,8
22105,Exceptional,10
22106,Exceptional,10
22107,Superb,9
22108,Exceptional,9.6
22109,Pleasant,6.7
22110,Good,7
22111,Exceptional,9.6
22112,Very pleasurable nice people and obliging will stay again,9.6
22113,Superb,9
22114,Exceptional,10
22115,Superb,9.2
22116,Basic but comfortable,8
22117,Excellent service and great people!,9
22118,"Good hospitality, money worth.",8.3
22119,Superb,9
22120,grest,9.2
22121,Pleasant,6
22122,Great location and value for money,9.2
22123,Wonderful and enjoyable,10
22124,Superb,9
22125,Decent place close to Central station,8
22126,5* service with cosy contact,10
22127,"No sound proofing, unclean quilts, little facilities",5.8
22128,Great hotel in a central location,9
22129,Pleasant,6.7
22130,"Great value, very close to train station",10
22131,Super hotel for short city break,10
22132,Exceptional,10
22133,Good,7
22134,Good option for your money,7
22135,Superb,9
22136,"Good and comfortable, a few minutes walk from the Grand Place",7.9
22137,Top,9
22138,Good,7.1
22139,Disappointing,4.2
22140,Good location next to the main station.,
22141,Very good,8.3
22142,Relaxing and quiet,8
22143,😊👍🏼,8
22144,Nice cabin,8
22145,Pleasant,6
22146,Very good,8
22147,Pleasant,6.7
22148,Home away from home,10
22149,Fabulous,8.8
22150,Very good,8
22151,Exceptional,9.6
22152,Nice stay,8
22153,Ok pit stop to oversleep,7
22154,Good,7.1
22155,"Great value for money, friendly staff, clean rooms.",8
22156,A lovely break from our somewhat restricted life during this difficult time,9
22157,Good,7.5
22158,Superb,9
22159,Pleasant,6.3
22160,Very good,8
22161,Excellent location and good value for money.,7
22162,Excellent hotel for a great price,8
22163,Pleasant,6.3
22164,"Low budget, low quality.",6
22165,I would recommend it to everyone.,9
22166,Pleasant,6.7
22167,Very good,8
22168,Exceptional,10
22169,Superb,9
22170,Excellent stay and food with appropriate cost.,8
22171,Perfect,8
22172,Feel like you're at home while surrounded by nature and friendly people-,10
22173,Good price/Q,8
22174,Fabulous,8.8
22175,Close from the grand place,7.5
22176,Very good,8
22177,Exceptional,9.6
22178,Very good,8
22179,Very good,8
22180,Very good,8
22181,Superb,9
22182,Good,7
22183,Exceptional,10
22184,The worst thing is making us get herpes.,6.3
22185,Superb,9
22186,Good,7
22187,Exceptional,10
22188,excellent for  1 night stay instead of Brussel (too busy),9
22189,Very good,8
22190,Very good,8.3
22191,Exceptional,10
22192,All good except the shuttle.,9
22193,Very good,8.3
22194,Very good,8.3
22195,Satisfied,7
22196,Exceptional,10
22197,Pleasant,6
22198,Superb,9.2
22199,Pleasant,6.7
22200,Cool and relaxed place to stay,8
22201,Good,7.9
22202,"Our second time here. Cannot recommend highly enough. Thanks Eni. Hopefully, see you next year.",10
22203,"Great breakfast, basic comfort, minor issues.",8
22204,Great apartment with beautiful surroundings,10
22205,Good,7.9
